,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_CumulativeLossPreviouslyRecognisedInOtherComprehensiveIncomeArisingFromReclassificationOfFinancialAssetsOutOfFairValueThroughOtherComprehensiveIncomeIntoFairValueThroughProfitOrLossMeasurementCategory,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssetsFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAssociates,dart_ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesFromFinancialGuaranteeFinanceExpense,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnSaleOfInvestmentsInSubsidiaries,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromDividends,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromRoyalties,ifrs-full_RevenueFromSaleOfGoods,ifrs_BasicEarningsLossPerShare,ifrs_CostOfSales,ifrs_EarningsPerShareAbstract,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_Revenue
[018880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,975,500,409",,,,,"18,353,125,208","13,158,750,011",,,,,,,,,,,,,,,,,,,,,"55,423,257,806",,,,,,,,,,,,,,,,,,,,,,60,,,"554,112,385,671",60,,,,,"4,647,278,726","426,130,884","95,398,758,215","9,033,998,696",,,,"31,914,729,068","40,948,727,764",,,"649,511,143,886",,,,,,,,,,,,,,,
[024740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-862,047,539",,,,,"147,459,992","-210,804,561",,,,,,,,,,,,,,,,,,,,,"1,939,687,092",,,,,,,,,,,,,,,,,,,,,,-34,,,"32,290,545,136",-34,,,,,"751,488,272","35,308,767","1,077,639,553","-217,553,003",,,,"-1,002,409,488","-1,219,962,491",,,"33,368,184,689",,,,,,,,,,,,,,,
[300720],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,405,887,589",,,,,"3,625,302,933","424,689,783",,,,,,,,,,,,,,,,,,,,,"31,339,775,903",,,,,,,,,,,,,,,,,,,,,,"5,129",,,"186,591,264,841",,,,,,"1,630,512,151","724,736,450","56,745,663,492","6,448,786,418",,,,"21,251,938,620","27,700,725,038",,,"243,336,928,333",,,,,,,,,,,,,,,
[003300],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-301,672,832",,,,,"7,298,583,214","-615,442,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,825,514,745",,,,,,,,,"99,838","1,731","98,107",,,,,,,"3,859,911,607","5,846,048,610",,"3,207,037,510",,,,"368,571,260,656","9,598,489,643","6,391,452,133","362,179,808,523",,,,,,,,,,,,,,,,
[130660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,452,421,017",,,,,"741,318,711","115,079,279",,,,,,,,,,,,,,,,,,,,,"3,506,910,528",,,,,,,,,,,,,,,,,,,,,,123,147,-24,"50,899,704,469",,,,,,"60,527,301","348,564,619","8,959,331,545","1,583,061,934",,,,"3,996,382,694","6,366,697,767","4,783,635,833","-787,253,139","59,859,036,014",,,,,,,,,,,,,,,
[097230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,070,000,000",,,,,"7,881,000,000","30,318,000,000",,,,,,,,,,,,,,,,,,,,,"7,248,000,000",,,,,,,,,,,,,"-3,505,000,000",,,,,,,,,"-2,573",,,"394,177,000,000","-2,573",,,,,"25,766,000,000","3,725,000,000","29,318,000,000","11,465,000,000",,,,"-37,378,000,000","-25,913,000,000",,,"423,495,000,000",,,,,,,,,,,,,,,
[003480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,000,000",,,,,"63,017,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"906,000,000",,,,,,"32,839,000,000","92,000,000",,"15,498,000,000",,,,"14,765,000,000","30,263,000,000",,,"899,000,000",,,,,,,,,,,,,,,
[086280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139,443,771,353",,,,,"65,653,744,178","36,376,371,729",,,,,,,,,,,,,,,,,,,,,"108,284,830,395",,,,,,,,,"3,074",,,,,,,,,,,,,,,,"3,265,820,316,523",,,,,,"19,708,132,547","3,709,913,541","247,728,601,748","37,456,455,313",,,,"115,266,469,483","152,722,924,796",,,"3,513,548,918,271",,,,,,,,,,,,,,,
[012330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"380,674,000,000",,,,,"38,198,000,000","44,692,000,000",,,,,,,,,,,,,,,,,,,,,"417,327,000,000",,,,,,,,,,,,,,,,,,,,,,"3,889",,,"4,133,877,000,000",,,,,,"33,834,000,000","136,700,000,000","798,001,000,000","108,695,000,000",,,,"368,351,000,000","477,046,000,000",,,"4,931,878,000,000",,,,,,,,,,,,,,,
[069960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,228,049,000",,,,,"6,309,465,000","2,002,658,000",,,,,,,,,,,,,,,,,,,,,"207,957,673,000",,,,,,,,,,,,,,,,,,,,,,"8,469",,,"61,590,351,000","8,469",,,,,"3,187,819,000","147,584,790,000","266,185,722,000","15,906,011,000",,,,"191,025,816,000","206,931,827,000",,,"327,776,073,000",,,,,,,,,,,,,,,
[005380],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-461,819,000,000",,,,,"310,385,000,000","262,071,000,000",,,,,,,,,,,,,,,,,,,,,"1,796,812,000,000",,,,,,-879,,-879,,,,,,,,,,,,,,,,,"8,750,012,000,000",,,,,,"39,060,000,000","115,804,000,000","1,334,993,000,000","-100,902,000,000",,,,"-235,859,000,000","-336,761,000,000",,,"10,085,005,000,000",,,,,,,,,,,,,,,
[011760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,175,899,262",,,,,"12,036,560,381","13,554,526,481",,,,,,,,,,,,,,,,,,,,,"13,533,498,770",,,,,,,,,,,,,"6,453,360,251",,,,,,,,,730,,,"921,082,593,211",,,,,,"7,524,462,776","5,146,898,536","22,709,398,032","2,489,858,635",,,,"9,243,870,538","11,733,729,173",,,"943,791,991,243",,,,,,,,,,,,,,,
[227840],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,064,442,539",,,,,"290,968,047","369,383,927",,,,,,,,,,,,,,,,,,,,,"3,274,788,118",,,,,,,,,,,,,"382,542,515",,,,,,,,,427,,,"31,637,955,645",,,,,,"16,528,443","268,337,320","6,339,230,657","1,035,329,761",,,,"3,705,655,807","4,740,985,568",,,"37,977,186,302",,,,,,,,,,,,,,,
[008770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,535,825,256",,,,,,,,,,,,,,,,,,,,,,,,"11,846,880,501",,,,"62,113,506,673",,,,,"-3,458,986,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,324,357,946",,,"-14,574,323,940",,,,,,"1,065",,,,"1,078",,,,,,,,"-18,330,162,627",,,,,"58,654,520,573",,,"940,031,517,487",,,,,,,,,,,,,,,
[010660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,844,936,160",,,,,"554,920,413",52,,,,,,,,,,,,,,,,,,,,,"5,034,487,244",,,,,,,,,,,,,,,,,,,,,,-60,,,"33,194,325,256",,,,,,"30,810,096","-241,154,431","3,189,551,084","-370,453,672",,,,"-1,191,526,654","-1,561,980,326",,,"36,383,876,340",,,,,,,,,,,,,,,
[298020],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,613,438,687",,,,,"4,349,770,287","3,836,092,882",,,,,,,,,,,,,,,,,,,,,"30,279,093,832",,,,,,,,,,,,,"3,276,122,182",,,,,,,,,"4,162",,,"863,945,759,565",,,,,,"20,679,308,154","12,826,791,403","61,168,654,701","2,299,450,707",,,,"17,975,148,634","20,274,599,341",,,"925,114,414,266",,,,,,,,,,,,,,,
[298000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,305,516,505",,,,,"552,384,282","940,250,917",,,,,,,,,,,,,,,,,,,,,"16,039,241,094",,,,,,,,,,,,,0,,,,,,,,,"7,372",,,"433,758,645,335",,,,,,"12,960,251,621","6,155,990,078","58,021,686,709","5,659,153,220",,,,"23,454,235,107","29,113,388,327",,,"491,780,332,044",,,,,,,,,,,,,,,
[050090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-904,373,859",,,,,"8,928,188","10,691,492",,,,,,,,,,,,,,,,,,,,,"877,953,798",,,,,,,,,,,,,0,,,,,,,,,-17,,,"3,449,344,545",-17,,,,,"106,612,162","1,201,295","-26,420,061",0,,"1,810,547",,"-1,137,380,722","-1,137,380,722",,,"3,422,924,484",,,,,,,,,,,,,,,
